"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000052738",2444.56108909627,0.0833216875251979,0.0368522582016724,2.26096558504566,0.023761388247524,0.111349969826876
"ENSMUSG00000067071",430.969746994358,0.0878788423402768,0.0622859299440252,1.41089395982771,0.158275883450963,0.393032861170522
"ENSMUSG00000033904",129.501087704628,-0.0990719825993792,0.108887724102391,-0.909854470887995,0.362899263438742,0.630150193996862
"ENSMUSG00000115547",17.4543664509112,-0.227620953828651,0.284818585559044,-0.799178724175864,0.424186786801161,0.684965458932736
"ENSMUSG00000079033",4.62950381886203,0.378915862408802,0.678902927933004,0.558129663046901,0.576755846367734,NA
"ENSMUSG00000038250",1108.90097398851,0.120698492801409,0.0563745159209234,2.14101160479521,0.0322731022346038,0.137659561118241
"ENSMUSG00000097488",64.7086789626056,-0.0861848018992512,0.164597015772236,-0.523610962780218,0.600549154978167,0.812916868584488
"ENSMUSG00000001247",38.9880629152965,-0.0793056678992037,0.195623752698576,-0.405398970243663,0.685184267783937,0.860888370402369
"ENSMUSG00000027637",2020.19237329167,0.157500582579745,0.0383576719777439,4.10610379772608,4.0238872043034e-05,0.000726445134265057
"ENSMUSG00000079197",889.82554018654,-0.0712320855410112,0.112042531244097,-0.63575933844108,0.524933293812138,0.762851402842025
"ENSMUSG00000021486",4600.77076001777,0.0793006017759785,0.0444119902505802,1.78556739584402,0.0741693299115995,0.244614303000658
"ENSMUSG00000012848",9467.26457008015,0.0811432129007722,0.0558704930788386,1.45234467120724,0.14640579233916,0.37612292326282
"ENSMUSG00000071151",8.82141597997694,-0.157920115172101,0.37816087792908,-0.417600350509333,0.676239340467691,0.856437381998641
"ENSMUSG00000020650",1109.54337857859,-0.0429340550954215,0.0562403001220366,-0.763403733661774,0.445222653935717,0.702582046575956
"ENSMUSG00000031546",345.984320136902,0.102009842632976,0.0823328435423316,1.2389933135314,0.215347974298718,0.47083614354851
"ENSMUSG00000044165",6.49315427709699,0.127306805828711,0.504365931689375,0.252409605467,0.800724476375532,0.918077811340529
"ENSMUSG00000028277",1781.5092153224,0.128416702429727,0.0391270565296822,3.28204352229533,0.0010305769716226,0.0106604896922021
"ENSMUSG00000112294",4.30143187988679,-0.294345357654863,0.708311753807752,-0.415559047372173,0.677732698919043,NA
"ENSMUSG00000108320",4.50004428667065,-0.282442539159347,0.534370989704426,-0.528551408293279,0.597116676059702,NA
"ENSMUSG00000025049",144.641128412822,-0.0147094313966543,0.127584085743723,-0.115292054733229,0.908213635773362,0.96691246284787
"ENSMUSG00000000056",411.917032588176,0.275093621505084,0.075107503850022,3.66266494562784,0.000249604926462992,0.00338666987045112
"ENSMUSG00000038170",6098.32893384641,0.141979685874885,0.048816715770708,2.90842355191945,0.00363255979098477,0.0277067536933973
"ENSMUSG00000051390",832.298366831935,0.0272389937867447,0.0552652961051113,0.492877007931663,0.622099493971466,0.825978563057095
"ENSMUSG00000038102",3115.99452710978,-0.0528470493530447,0.0358268945144171,-1.47506642898615,0.14019468490334,0.366588810327529
"ENSMUSG00000023932",1171.24483191686,0.0837330163107578,0.0466759331290209,1.79392270700415,0.0728255065781375,0.241594218099517
"ENSMUSG00000049401",816.843414735315,0.136538570034217,0.0661254525603954,2.06484136966035,0.0389380120937531,0.157578042624223
"ENSMUSG00000027305",409.308567260736,0.0970466564547558,0.073537159073443,1.31969548018347,0.186936709696961,0.432891936302251
"ENSMUSG00000084050",4.58673401731823,-0.330988739176086,0.608998308478794,-0.543496976211406,0.586787672242023,NA
"ENSMUSG00000026452",20.8807266174001,-0.638445967926792,0.273250914918796,-2.33648245282737,0.0194661110840321,0.096740096081995
"ENSMUSG00000034845",21.0818351303413,-0.648516488383601,0.289131539379663,-2.24298078921105,0.0248980533470902,0.115030818329173
"ENSMUSG00000032420",25.4851980612283,-0.261674403873605,0.244329465298607,-1.07098995838999,0.284173944761012,0.552951825109406
"ENSMUSG00000035351",529.928094275387,0.146318222668826,0.066884685822331,2.18761919667976,0.0286973523302042,0.127105681135087
"ENSMUSG00000020256",117.32606026032,0.111259825607273,0.146497140705101,0.759467557330962,0.447572914105667,0.704607066867029
"ENSMUSG00000073643",1919.86854253463,-0.00678879333137029,0.0648963706005599,-0.104609753496935,0.916685475002788,0.970361436238726
"ENSMUSG00000028328",66.9776876961146,2.73131800269823,0.208951162587615,13.0715616456691,4.78725438588578e-39,3.83912605672325e-36
"ENSMUSG00000028717",447.39006831787,0.10718159596421,0.095852931319505,1.11818798328602,0.263486715446245,0.531121455649482
"ENSMUSG00000019432",3741.9843985376,-0.189075071414809,0.0511662459078365,-3.69530865632357,0.000219619824425725,0.00305881834074476
"ENSMUSG00000036599",297.747363171907,-0.233934751396683,0.0794761017071653,-2.94346031538675,0.00324565431668149,0.0255312518447475
"ENSMUSG00000020780",3427.87958340278,0.0565063713386049,0.0384881709177955,1.4681490440087,0.142063742063047,0.369360498609614
"ENSMUSG00000083027",11.1731603240903,0.374662018197378,0.404741636014062,0.925681928568282,0.354611302051324,0.622545032816117
"ENSMUSG00000026049",90.8915792403011,0.41762397178151,0.12178531133892,3.42918178875687,0.000605403883099316,0.00695666588746928
"ENSMUSG00000006335",385.896641615034,0.209664740799459,0.0673758571244888,3.11186751082166,0.00185907912911006,0.0167317121619905
"ENSMUSG00000095427",106.343622232265,-0.189861333414049,0.172886945836628,-1.09818200845229,0.272125020840937,0.540384327193191
"ENSMUSG00000040407",1548.83182186431,-0.0501648986008972,0.0493738434088542,-1.01602174628158,0.309619031105241,0.579676981787339
"ENSMUSG00000025372",1975.21166875264,0.0666228498495972,0.072090422975667,0.924156733996201,0.35540471832391,0.623196353657387
"ENSMUSG00000035778",391.086124948428,-0.943907259486302,0.224741549017357,-4.19996775680051,2.66952993153784e-05,0.000518160860724102
"ENSMUSG00000022849",51.9335190458156,-0.115714150494076,0.181673171480196,-0.63693582024955,0.524166649282994,0.762554268344479
"ENSMUSG00000003464",1595.85482651798,0.0957239768138458,0.0469095763127745,2.04060629700844,0.0412899757769017,0.163880010657111
"ENSMUSG00000027175",237.735855186546,-0.220342172611938,0.084335934727608,-2.61267244293442,0.00898373583389074,0.054929848676161
"ENSMUSG00000041977",1284.13809875006,-0.132657290260332,0.0492538500947842,-2.69333849039305,0.00707404097774593,0.045827875160678
"ENSMUSG00000074039",43.1517184890459,-0.192308021964983,0.196151907170555,-0.980403528770027,0.326886968580831,0.596214596632287
"ENSMUSG00000028459",334.055698332985,0.416593945078526,0.120957000209997,3.44414911377816,0.000572859668522496,0.00664426541996979
"ENSMUSG00000046731",69.0554688840954,-0.195593597751238,0.18776191167301,-1.04171072827521,0.297545813553387,0.567138549050907
"ENSMUSG00000086316",143.936527030924,-0.18343148404715,0.104774201873394,-1.75073138966788,0.0799921897920026,0.257519754037766
"ENSMUSG00000042766",44.7333641187759,0.308616168061533,0.214967382872898,1.43564183522672,0.151104283968998,0.382454480869704
"ENSMUSG00000021597",203.771903057665,-0.063840347862783,0.0855902487602483,-0.745883424659857,0.455737838881061,0.710100976687874
"ENSMUSG00000035385",249.555362323156,0.0477419590600434,0.246502994396454,0.193676994378654,0.846428806570871,0.942008306604366
"ENSMUSG00000038489",395.14325227853,0.144736457027904,0.0987605537165736,1.46552901519036,0.142776642095343,0.370169762737237
"ENSMUSG00000114230",6.90802120263822,0.236795083538343,0.533834814130556,0.443573699710846,0.657350824084077,0.844817584901223
"ENSMUSG00000032024",1008.22550138933,0.139379733417227,0.0555262363959792,2.51015992553963,0.0120676495093193,0.0680261840819453
"ENSMUSG00000041132",236.954824151285,0.295031217991593,0.0886085528646518,3.3296020356212,0.000869701916306632,0.00924748646110548
"ENSMUSG00000022324",17.8251483068946,-0.802339858252728,0.350114660708192,-2.29164884620884,0.0219259144225162,0.10546584412255
"ENSMUSG00000041396",42.1787753419421,0.113538280040179,0.196469386313652,0.577892984604338,0.563336371974811,0.790164438900874
"ENSMUSG00000096988",18.0581056870128,0.107777535369562,0.297601487489996,0.362153886657521,0.71723703699562,0.880056428789037
"ENSMUSG00000052962",557.687308382641,0.232275575474997,0.0631856884663266,3.6760788892691,0.000236846308353041,0.00324243234535066
